1000
31,6
29,8
27,0
26,7
26,3
26,1
33
32,0
22,4
26,7
27,5
42,8
28,6
26,1
27,0
31,2
34,3
23,8
30,3
27,3
23,5
29,5
24,1
20,5
29,5
33,0
28,9
32,8
26,2
24,0
34,6
25,5
32,5
24,5
27,6
33,0
28,4
34,4
30,2
38,1
30,2
25
23,1
27,5
24
30,5
28,7
29,1
30,8
27,0
33,4
24,2
34,9
30,4
25,9
34,1
27,4
21,4
23,5
28,7
31,1
26,1
23,8
37,8
31
29,5
24,4
21,3
32,8
35,4
23,5
30,9
27,0
28,2
27,5
24,5
35,5
25
28,3
23,0
29,7
32,5
25,0
38,7
28,0
33,1
27,3
38,4
25,1
23,2
29,3
29,3
27,0
39,4
29,2
30,9
25,5
27,5
30,5
25,6
30,0
31,5
27,5
25,1
25,5
22,7
30,8
28,1
31,0
30,9
28,1
28,4
30,4
22,6
32,6
34,4
34,6
26,5
38,2
24,2
30,1
28,1
34,5
33,1
35,5
28,9
29,8
19,8
31,5
35,6
31,6
34,4
35,4
43,5
28,1
25,5
25,5
34,8
32,2
29,8
25,7
33,2
28,8
26,5
33,7
23,8
35,1
25,1
31,1
33,3
25,5
32,5
33,8
27
26,6
27
21,4
23,3
22,9
33,9
28,8
32,5
26,6
23,5
30,0
25,2
34,9
26,5
30,8
29,8
32,4
29,2
26,8
33,2
32,2
29,1
21,2
29,8
36
23,4
19,8
30,7
27,8
33,4
32,8
29,5
26,6
29,2
27,5
30,5
23,3
28,3
29,2
28,4
38,7
34,2
22,1
39,4
25,9
27,6
29,2
29,4
34,2
32,9
26,5
32,5
24,0
33,2
32,2
29,9
28,8
30,4
23,2
30,4
25,5
28,4
21,3
34,7
25,4
32,8
27,4
27,9
26,1
28,5
39,1
24,6
33,3
32,4
34,3
23,6
32,1
29,9
24,2
28,2
28,3
27,3
24,6
27,5
33,1
32,2
29,4
26,2
26,4
25,5
37,5
31,6
31,0
30,8
25,3
31,5
30,9
23,0
34,0
25,1
32,3
28,1
34,1
29,8
30,2
29,7
25,9
34,6
32,1
26,4
34,5
31,0
37,1
30,9
31,5
27,9
30,0
34,4
24,4
29,0
25,1
37,4
29
28,5
39,1
34,3
35,0
26,5
29,7
23,1
27,9
33,6
37,6
33,7
20,9
26,3
29,2
30,0
31,8
24,3
28,8
36,7
29,0
24,4
28,3
31,5
28,1
27,9
32,5
27,0
25,5
29,8
20,5
29,5
24,5
24,2
27,5
29,4
32,2
24,7
22,4
21,7
25,2
37,7
24,6
22,3
30,8
31
34,4
28,8
27,6
29
25,3
26,6
27,3
28,1
30,0
35,5
26,9
27,2
29,8
24,0
31,4
32,1
25,2
32,7
31,3
27,3
31,5
32,0
29,0
25,4
25,9
32,1
28,1
29,7
35,3
34,2
31
24,9
31,8
27,8
28
30,0
28,3
33,7
21,5
36,7
35,6
26,5
32,1
36,6
31,3
33
23,5
30,3
26,3
27,7
35,6
20,7
21,6
37,9
29,5
25,6
23,7
28,9
32,5
26,5
31,5
32,6
27,9
24,9
21,9
29,5
25,7
26,9
36,7
31,4
23,8
35,0
40,7
29,6
32,8
30,0
37,3
29,5
32,7
29,9
22,2
32,5
28,2
37,9
25,0
25,6
31,2
36,6
29,9
26,2
34,0
25,6
36,0
37
27,2
31,3
24,1
30,7
34,1
28,3
43,4
29,9
33,6
29
24,2
29,8
27,6
29,8
26,7
26,4
28,9
28,0
31,6
27,5
29,6
26,1
24,4
23,5
25
30,2
21,3
23,1
28,3
26,0
32
33,0
28,2
30,5
26,9
30,6
32,6
24,1
34,1
38,8
32,7
27,4
27,6
22,8
30
32,4
34,3
33,2
27,0
25,5
31,1
30,9
31,1
36,7
32,4
28,9
31,5
20,1
33,0
29,4
29,4
27,3
28,2
34,2
26,9
26,9
32,3
36,6
28,8
35,9
28,8
31,2
22,8
34,9
33,5
27,5
24,3
21,9
32,2
32,1
37,8
30,0
27,7
33,5
24,9
25,6
28,8
30,6
34,5
27,5
30,4
30,3
28,4
32,4
23,8
23,5
36
29,9
31,1
23,4
28,1
29,5
29,0
34
26,8
41,6
25,7
34,2
32,0
30,5
22,9
28,4
28,8
31,4
29,1
30,8
30,1
37,5
30,3
27,3
30,1
35,0
25,9
29,3
31,9
27,7
32,8
40,5
31,7
27,2
27,0
27,2
31,6
27,3
33,1
35,8
23,4
31,4
29,8
30
27,5
23,1
24,8
30,6
21,5
29,8
30,8
33,3
29,0
31,0
26
32,5
28,5
35,0
27,8
28,6
32,7
29,6
27,7
28,1
26,1
32,9
26,8
26,4
33,4
29,6
29,4
33,4
34,7
21,6
27,6
23,7
31,1
25,3
33,5
26,7
27,3
25,5
30,2
31,5
27,0
23,5
35,2
30,4
23,9
26,2
31,5
29,4
24,5
26,2
42,5
23,4
32,8
31,3
33
27,0
29,6
27,1
24,5
27,6
37,8
35,2
34,5
30,0
26,8
28,2
29,2
25,5
34,7
27,6
27,2
24,6
25,3
26,3
32,5
31,7
29,7
36,7
32
40,2
23,7
25,7
36,5
29,6
28,8
25,7
22,8
23,5
36,1
27,0
26,2
32,3
30,9
34,7
23,6
39,1
37,2
32,4
23,7
31,6
33,4
27,4
31,0
28,0
34,2
30,1
28,0
29,0
29,6
24,5
28,7
26,4
26,8
35
36,0
29,2
30,4
29,2
33,9
29,0
32,7
25,3
26,0
47,1
29,5
24,8
34,4
33,0
28,9
37,2
24,5
34
27,6
22,4
26,7
22,7
20,9
26
27,8
32,0
27,6
37,1
31,8
21,2
29,2
26,5
25,2
28,2
33,6
26,3
29,8
26,5
27,7
26,4
24,8
32,2
22,8
29,0
29,5
30,6
24,5
29,3
24,6
36,6
26,9
29,2
26,7
33,7
26,6
40,4
29,2
25,3
26,1
32,1
31,4
25,9
35,1
20,5
31,1
29,8
25,8
20,6
30,0
33,9
29,9
31,5
27,1
29,3
29,4
25,4
28,6
36,5
29,5
31,9
31,9
33,6
37,9
27,6
21,3
25,6
23,6
28,0
30,4
25,4
25,9
23,5
29,8
31,0
30,9
34,1
30,7
22,4
29,4
32,1
26,7
23,8
25,4
29,3
27,7
26,1
26,7
29,0
26,0
27,8
24,1
27,2
32,5
24,1
27,4
25,4
31,1
25,4
36,8
25,8
33,0
25,6
26,2
31,3
27,4
28,5
26,7
34,6
34,9
29,7
31,0
21,7
33,0
26,0
22,8
28,7
36,7
34,7
23,2
26,7
24,0
27,2
28,8
22,9
36,5
30,4
35,7
23,9
28,0
26,9
30,0
23,6
27,2
36,3
30,9
29,2
26,9
31,6
28,3
30,2
27,0
33,2
35,2
22,5
22,2
33,0
32,5
28,0
23,7
34,5
35,8
30,3
29,4
25,3
24,0
32,3
21,7
30,3
34,2
30,7
29,0
19,0
29,9
28,0
32,9
25,1
30,3
30,2
26,2
31,3
30,5
26,6
24,4
30,6
26,1
39,3
31,7
32,2
29,3
27,7
29,9
35,5
27,1
21,6
36,1
33,1
29,7
28,7
27,6
20,9
28,0
32,1
23,5
33,0
26,0
39,7
30,2
28,6
27,2
31,2
32,3
37,4
28,4
28,4
30,5
27,9
30,8
29,7
29,3
29,1
26,7
22,8
30,7
21,9
24,1
21
25,2
29,7
29,1
31,9
35,8
33,1
28,0
35,3
24,4
42,5
33,2
24,2
26,5
27,5
28,5
32,0
22,8
29,2
34,2
28,0
31,1
26,1
28,8
25,5
23,7
25,9
27,6
29,3
28,5
35,1
23,8
32,6
27
33,0
26,2
35,0
32,3
37,7
34,7
27
24,1
28,7
25,5
21,4
26,6
41,9
30,4
29,8
40,1
34,7
25,7
23,2
26,1
28,3
30,1
33,2
28,1
24,4
37,6
29,5
26
26,3
26,9
39
35,7
34,6
24,5
26
23,7
25,7
24,0
27,5
29
30,7
33,0
27,6
27,1
36,6
31,1
30,3
25,5
24,8
29,4
27,7
32,2
33,2
37,7
31,3
23
30,7
28,6
32,7
26,5
25,5
27,9
